LabelId,Label Name,Color,Used On Cards
6878bcdb85dc33d9d7fc9aea,,blue,0
6878bcdb85dc33d9d7fc9ae5,,green,0
6878bcdb85dc33d9d7fc9ae7,,orange,0
6878bcdb85dc33d9d7fc9ae9,,purple,0
6878bcdb85dc33d9d7fc9ae8,,red,0
6878bcdb85dc33d9d7fc9ae6,,yellow,0
